Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
RPL34	1.218	0.285	5.401E-03	Ribosomal protein L34
3110050N22RIK	1.629	0.704	5.406E-03	
HIGD1A	0.707	-0.5	5.428E-03	Transcribed locus
MYO9B	1.169	0.225	5.453E-03	Myosin IXb
UHRF1	1.546	0.628	5.459E-03	Predicted gene, EG434907
LRRC8D	1.091	0.126	5.491E-03	
TRAPPC2L	1.267	0.341	5.491E-03	Trafficking protein particle complex 2-like
1700065O13RIK	0.873	-0.196	5.729E-03	
LOC100045542	0.713	-0.487	5.746E-03	
PHCA	1.23	0.298	5.746E-03	
ATP8B1	0.735	-0.444	5.750E-03	ATPase, class I, type 8B, member 1
DYNLL1	0.669	-0.58	5.887E-03	Transcribed locus, strongly similar to XP_001089607.1 similar to dynein, cytoplasmic, light peptide
SCMH1	0.74	-0.435	5.889E-03	
BBS9	0.703	-0.507	5.889E-03	
TPD52L2	0.715	-0.484	5.889E-03	Tumor protein D52-like 2
RPS4Y2	0.755	-0.405	5.969E-03	ribosomal protein S4, Y-linked 2
SH3PXD2B	1.234	0.303	6.044E-03	
KPNA3	0.873	-0.196	6.048E-03	Karyopherin (importin) alpha 3
MRC1	1.736	0.796	6.057E-03	Mannose receptor, C type 1
SLC29A1	0.769	-0.379	6.057E-03	Solute carrier family 29 (nucleoside transporters), member 1
HERC3	1.419	0.505	6.121E-03	
PPM1E	0.829	-0.271	6.121E-03	Protein phosphatase 1E (PP2C domain containing)
D17WSU104E	0.744	-0.427	6.190E-03	DNA segment, Chr 17, Wayne State University 104, expressed
LOC100042777	0.868	-0.205	6.215E-03	
ZFP759	0.901	-0.151	6.238E-03	Transcribed locus
WIPF2	0.712	-0.491	6.238E-03	WAS/WASL interacting protein family, member 2
BC024561	0.887	-0.173	6.238E-03	
C630011I23	0.843	-0.247	6.293E-03	
TERF2	0.72	-0.474	6.348E-03	
TUBA1A	0.693	-0.53	6.367E-03	Transcribed locus
RPL36A	1.248	0.32	6.367E-03	Transcribed locus, moderately similar to NP_066357.1 protein L36a [Homo sapiens]
SGCE	0.806	-0.311	6.378E-03	Transcribed locus
ARSG	1.465	0.551	6.387E-03	Arylsulfatase G
TGFBR1	0.87	-0.201	6.387E-03	Transforming growth factor, beta receptor I
SLA	0.889	-0.17	6.437E-03	
SUMF2	0.811	-0.303	6.489E-03	Sulfatase modifying factor 2
TPT1	1.275	0.351	6.489E-03	Hypothetical protein LOC100038852
PDGFC	1.127	0.172	6.615E-03	Platelet-derived growth factor, C polypeptide
CASP2	0.895	-0.161	6.678E-03	Caspase 2
3110001D03RIK	0.731	-0.452	6.678E-03	
CLEC4A1	1.174	0.232	6.678E-03	C-type lectin domain family 4, member a1
0610009D07Rik	0.759	-0.399	6.745E-03	
PRDX1	1.233	0.302	6.773E-03	Transcribed locus
ARL1	0.83	-0.268	6.773E-03	ADP-ribosylation factor-like 1
CNNM2	0.741	-0.433	6.802E-03	Transcribed locus
MTMR1	1.188	0.249	6.811E-03	Myotubularin related protein 1
0610037L13RIK	0.682	-0.552	6.849E-03	RIKEN cDNA 0610037L13 gene
RNF141	0.845	-0.243	7.122E-03	Transcribed locus
ZKSCAN14	0.864	-0.21	7.137E-03	
CXCL10	1.137	0.186	7.391E-03	Chemokine (C-X-C motif) ligand 10
NUPR1	0.772	-0.374	7.414E-03	
CDKN2A	1.124	0.169	7.432E-03	Cyclin-dependent kinase inhibitor 2A
ATP6V0E	1.314	0.394	7.449E-03	
HIST2H2BE	0.71	-0.494	7.459E-03	Transcribed locus
BC043301	0.836	-0.258	7.480E-03	
PIK3CB	1.199	0.262	7.485E-03	Phosphatidylinositol 3-kinase, catalytic, beta polypeptide
2010003J03RIK	0.721	-0.473	7.493E-03	
LOC666904	0.775	-0.368	7.556E-03	
BMYC	0.868	-0.205	7.696E-03	
BC017643	0.755	-0.406	7.739E-03	
1700123O20RIK	0.869	-0.202	7.739E-03	Transcribed locus
CSF2RB2	1.202	0.265	7.831E-03	Colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)
PSEN2	1.396	0.481	7.838E-03	Presenilin 2
RPL41	1.251	0.323	7.838E-03	Ribosomal protein L41
2510003E04RIK	0.82	-0.287	7.904E-03	RIKEN cDNA 2510003E04 gene
PSMD4	0.79	-0.34	7.906E-03	Transcribed locus, moderately similar to XP_001105461.1 phosphatidylinositol-4-phosphate 5-kinase,
RBM12B	0.816	-0.293	8.066E-03	RNA binding motif protein 12B
IGF1	1.345	0.428	8.469E-03	
D030056L22RIK	0.901	-0.15	8.480E-03	RIKEN cDNA D030056L22 gene
9330186A19RIK	0.738	-0.439	8.561E-03	
2310005E10RIK	0.818	-0.29	8.630E-03	
TMEM147	0.725	-0.463	8.679E-03	Transcribed locus, moderately similar to XP_001095445.1 similar to seven transmembrane domain prote
PSMB9	1.201	0.264	8.685E-03	
HIST3H2A	0.808	-0.307	8.885E-03	Histone cluster 3, H2a
SQRDL	0.744	-0.427	8.966E-03	Sulfide quinone reductase-like (yeast)
TXNRD1	1.131	0.178	9.050E-03	Thioredoxin reductase 1
CDK5RAP1	0.827	-0.274	9.339E-03	CDK5 regulatory subunit associated protein 1
HIST1H2BM	0.623	-0.682	9.379E-03	Histone cluster 1, H2bm
OLFR323	0.921	-0.119	9.416E-03	Olfactory receptor 323
MBP	1.367	0.451	9.418E-03	Myelin basic protein
DCLK2	0.761	-0.394	9.453E-03	Transcribed locus, strongly similar to XP_001082020.1 doublecortin and CaM kinase-like 2 [Macaca mu
VEZF1	0.668	-0.583	9.474E-03	Transcribed locus
2610528O22RIK	0.814	-0.297	9.479E-03	
1500010J02RIK	0.838	-0.254	9.660E-03	
AI987662	1.073	0.101	9.825E-03	
BHLHB9	0.719	-0.475	9.908E-03	Transcribed locus
NAT5	1.341	0.424	1.006E-02	
SLFN5	1.064	0.09	1.009E-02	Transcribed locus
SEPP1	0.882	-0.181	1.013E-02	Selenoprotein P, plasma, 1
SLC44A2	0.825	-0.277	1.013E-02	
NUDT16L1	0.916	-0.127	1.016E-02	Transcribed locus
CLCN7	1.219	0.286	1.020E-02	Chloride channel 7
RGL1	0.659	-0.602	1.023E-02	Ral guanine nucleotide dissociation stimulator,-like 1
TESK1	1.481	0.567	1.029E-02	Transcribed locus, strongly similar to XP_986473.1 hypothetical protein [Mus musculus]
PLEK	1.187	0.248	1.029E-02	Pleckstrin
PRPSAP2	0.815	-0.295	1.031E-02	Phosphoribosyl pyrophosphate synthetase-associated protein 2
SLC23A2	1.383	0.468	1.037E-02	Solute carrier family 23 (nucleobase transporters), member 2
SPARC	0.898	-0.156	1.037E-02	Transcribed locus
MEF2C	0.832	-0.265	1.044E-02	
OSBPL3	1.157	0.211	1.060E-02	Transcribed locus, weakly similar to XP_242057.4 similar to Oxysterol-binding protein-related prote
ZDHHC14	0.804	-0.315	1.074E-02	Zinc finger, DHHC domain containing 14
JAG2	0.886	-0.175	1.107E-02	Jagged 2
HIST1H2BH	0.665	-0.588	1.115E-02	
ZFP691	0.863	-0.213	1.123E-02	Zinc finger protein 691
MAPKAPK3	1.173	0.23	1.140E-02	Mitogen-activated protein kinase-activated protein kinase 3
TMC7	0.683	-0.549	1.144E-02	Transmembrane channel-like gene family 7
2810452K22RIK	0.881	-0.182	1.154E-02	
ADAM9	1.36	0.444	1.176E-02	A disintegrin and metallopeptidase domain 9 (meltrin gamma)
SLC16A6	0.724	-0.466	1.176E-02	
ZFP710	0.864	-0.21	1.181E-02	Zinc finger protein 710
RPS26	1.217	0.283	1.189E-02	
EG625054	1.121	0.165	1.189E-02	
OASL1	1.24	0.31	1.196E-02	
CRIPT	0.814	-0.297	1.197E-02	Transcribed locus
PECI	0.807	-0.31	1.212E-02	
SH3BP2	1.279	0.355	1.216E-02	SH3-domain binding protein 2
TTYH2	1.492	0.577	1.225E-02	Tweety homolog 2 (Drosophila)
RPL3	1.199	0.261	1.225E-02	CDNA, clone:Y0G0112M23, strand:plus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000066762, bas
TSPAN14	0.739	-0.437	1.225E-02	Tetraspanin 14
FBXW17	1.208	0.273	1.225E-02	
GLOD4	0.714	-0.487	1.230E-02	Transcribed locus
PICALM	0.902	-0.148	1.277E-02	Transcribed locus
BCOR	0.776	-0.367	1.280E-02	Bcl6 interacting corepressor
BC057893	0.811	-0.302	1.293E-02	
TUBA6	1.426	0.512	1.302E-02	
CSNK1A1	0.893	-0.163	1.302E-02	Casein kinase 1, alpha 1
PYCARD	0.859	-0.219	1.307E-02	
IQSEC2	0.852	-0.232	1.333E-02	Transcribed locus
RBPJ	1.267	0.341	1.360E-02	Recombination signal binding protein for immunoglobulin kappa J region
9430029K10RIK	0.843	-0.246	1.360E-02	
SLC39A12	1.656	0.728	1.361E-02	Solute carrier family 39 (zinc transporter), member 12
PSCDBP	1.882	0.912	1.365E-02	
CD163	1.26	0.334	1.365E-02	CD163 antigen
KCTD9	1.175	0.232	1.365E-02	Potassium channel tetramerisation domain containing 9
GFER	0.716	-0.481	1.365E-02	Growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)
GGTLA1	0.821	-0.284	1.380E-02	
KRR1	1.143	0.193	1.382E-02	Transcribed locus
D10WSU52E	1.343	0.426	1.383E-02	
USP10	0.707	-0.501	1.383E-02	Ubiquitin specific peptidase 10
8430406I07RIK	0.833	-0.263	1.383E-02	
SMAD2	0.737	-0.441	1.383E-02	MAD homolog 2 (Drosophila)
1110004F10RIK	0.857	-0.222	1.387E-02	RIKEN cDNA 1110004F10 gene
DLGAP4	0.672	-0.574	1.391E-02	Transcribed locus
NUTF2	0.794	-0.333	1.391E-02	Nuclear transport factor 2
SIRPB1	1.22	0.286	1.398E-02	signal-regulatory protein beta 1
ARMC3	0.804	-0.315	1.411E-02	Armadillo repeat containing 3
EFNB1	0.872	-0.198	1.417E-02	Ephrin B1
PSCD4	0.594	-0.752	1.423E-02	
ING4	0.772	-0.373	1.443E-02	Transcribed locus
LIMD1	1.419	0.505	1.457E-02	LIM domains containing 1
FKBP4	0.785	-0.349	1.457E-02	FK506 binding protein 4
LY6F	1.073	0.102	1.460E-02	Lymphocyte antigen 6 complex, locus F
2410081M15RIK	1.303	0.382	1.468E-02	
AOF2	0.851	-0.233	1.471E-02	
CLPTM1	0.635	-0.655	1.494E-02	Cleft lip and palate associated transmembrane protein 1
IRF9	1.259	0.333	1.507E-02	
SMPDL3A	1.468	0.554	1.507E-02	Sphingomyelin phosphodiesterase, acid-like 3A
GALNT10	0.655	-0.611	1.507E-02	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10
TAP1	1.239	0.309	1.507E-02	
B4GALT3	0.761	-0.395	1.523E-02	Transcribed locus
UBAC1	0.875	-0.192	1.528E-02	
TLN1	0.93	-0.105	1.532E-02	Talin 1
SUCLG1	0.751	-0.413	1.551E-02	
4930486L24RIK	1.11	0.15	1.565E-02	RIKEN cDNA 4930486L24 gene
CAPN1	1.279	0.354	1.580E-02	Calpain 1
STXBP3A	0.853	-0.229	1.581E-02	Syntaxin binding protein 3A
ENSMUSG00000043795	1.614	0.691	1.592E-02	
D930049A15RIK	1.351	0.434	1.592E-02	
PHOSPHO2	0.848	-0.239	1.609E-02	Phosphatase, orphan 2
HIST1H2BK	0.672	-0.573	1.609E-02	Histone cluster 1, H2bk
SEPN1	0.778	-0.363	1.609E-02	Selenoprotein N, 1
RBM4B	0.796	-0.33	1.627E-02	Transcribed locus
DYRK1A	0.827	-0.273	1.635E-02	
D15ERTD621E	0.851	-0.232	1.657E-02	DNA segment, Chr 15, ERATO Doi 621, expressed
SNX8	1.136	0.184	1.658E-02	Sorting nexin 8
RNF167	0.813	-0.299	1.658E-02	
SDCCAG3	0.82	-0.286	1.658E-02	Serologically defined colon cancer antigen 3
PRKAR1B	1.11	0.151	1.674E-02	Protein kinase, cAMP dependent regulatory, type I beta
SCAMP2	0.881	-0.182	1.684E-02	Secretory carrier membrane protein 2
TPCN2	1.184	0.244	1.705E-02	Two pore segment channel 2
IFI203	1.154	0.206	1.705E-02	Transcribed locus
SNX5	0.82	-0.287	1.705E-02	Sorting nexin 5
LHCGR	0.948	-0.077	1.709E-02	
ARSK	0.874	-0.194	1.714E-02	Arylsulfatase K
RBBP9	0.838	-0.255	1.722E-02	Retinoblastoma binding protein 9
SMEK2	0.82	-0.286	1.725E-02	SMEK homolog 2, suppressor of mek1 (Dictyostelium)
MYST1	0.787	-0.345	1.729E-02	
TRP53INP1	0.845	-0.244	1.741E-02	Transcribed locus
EG667977	1.259	0.332	1.741E-02	
TAL1	0.754	-0.408	1.742E-02	T-cell acute lymphocytic leukemia 1
ZFP12	0.761	-0.393	1.742E-02	Zinc finger protein 12
LOC621824	0.913	-0.132	1.742E-02	
FNIP1	1.136	0.184	1.755E-02	Folliculin interacting protein 1
RAD51L1	1.306	0.385	1.758E-02	
RABAC1	0.746	-0.422	1.762E-02	
5430432M24RIK	0.636	-0.653	1.764E-02	
MXI1	0.882	-0.18	1.764E-02	Max interacting protein 1
OGFOD1	0.758	-0.399	1.798E-02	
MOCS2	0.666	-0.587	1.802E-02	
EG434858	1.297	0.376	1.805E-02	
6720456H20RIK	0.883	-0.18	1.812E-02	
LOC665566	0.719	-0.476	1.817E-02	
STK38L	0.801	-0.32	1.823E-02	Serine/threonine kinase 38 like
RPS15	1.166	0.222	1.823E-02	Transcribed locus, moderately similar to XP_001091344.1 similar to 40S ribosomal protein S15 (RIG p
SLC39A10	0.831	-0.268	1.829E-02	Solute carrier family 39 (zinc transporter), member 10
IL7R	0.688	-0.539	1.829E-02	Interleukin 7 receptor
TNF	1.143	0.193	1.848E-02	Tumor necrosis factor
H2-DMA	1.21	0.275	1.866E-02	Histocompatibility 2, class II, locus DMa
LAG3	1.44	0.526	1.874E-02	Lymphocyte-activation gene 3
CENTG2	0.832	-0.266	1.887E-02	
LOC100045567	0.773	-0.371	1.895E-02	
RBM5	0.807	-0.309	1.905E-02	
SCOTIN	1.205	0.269	1.913E-02	
HIST2H2AC	0.73	-0.454	1.915E-02	Histone cluster 2, H2ac
PIK3CA	0.841	-0.25	1.920E-02	Phosphatidylinositol 3-kinase, catalytic, alpha polypeptide
RPS4X	1.14	0.189	1.929E-02	Transcribed locus, moderately similar to XP_001103128.1 similar to 40S ribosomal protein S4, X isof
SNRPB2	0.773	-0.372	1.929E-02	U2 small nuclear ribonucleoprotein B
RPS6KA1	0.897	-0.157	1.933E-02	Ribosomal protein S6 kinase polypeptide 1
AIM1	1.137	0.186	1.937E-02	
RPS25	1.163	0.218	1.953E-02	Predicted gene, EG629595
CDK2AP2	0.719	-0.476	1.961E-02	
KLRA2	1.418	0.504	1.969E-02	Killer cell lectin-like receptor, subfamily A, member 2
D12ERTD553E	1.389	0.474	1.969E-02	
EIF2AK2	1.25	0.322	1.969E-02	Eukaryotic translation initiation factor 2-alpha kinase 2
PCM1	0.878	-0.188	1.978E-02	Pericentriolar material 1
RERG	0.947	-0.079	1.992E-02	RAS-like, estrogen-regulated, growth-inhibitor
COPB1	0.81	-0.305	2.005E-02	Coatomer protein complex, subunit beta 1
2310042D19RIK	0.864	-0.212	2.007E-02	
SLC15A3	1.335	0.417	2.027E-02	
NID2	0.87	-0.201	2.028E-02	Nidogen 2
BC067047	0.874	-0.195	2.043E-02	
HMOX1	1.354	0.437	2.051E-02	Heme oxygenase (decycling) 1
FLT1	1.176	0.233	2.071E-02	FMS-like tyrosine kinase 1
ARMCX2	0.713	-0.489	2.087E-02	Armadillo repeat containing, X-linked 2
PRPS2	0.755	-0.406	2.087E-02	Phosphoribosyl pyrophosphate synthetase 2
ORC3L	0.786	-0.348	2.112E-02	
MAF1	0.912	-0.133	2.149E-02	MAF1 homolog (S. cerevisiae)
SCAMP5	0.82	-0.286	2.168E-02	Secretory carrier membrane protein 5
ATMIN	0.779	-0.361	2.170E-02	CDNA sequence BC060631
GNGT2	0.825	-0.278	2.173E-02	
CCL2	1.401	0.486	2.173E-02	Transcribed locus
CDC123	0.762	-0.392	2.173E-02	Transcribed locus, moderately similar to XP_001083055.1 similar to D123 gene product [Macaca mulatt
TCF4	0.919	-0.122	2.179E-02	Transcribed locus
ACADS	0.698	-0.518	2.179E-02	
HIST1H4H	0.919	-0.122	2.181E-02	Histone cluster 1, H4h
HIST1H2BC	0.716	-0.482	2.208E-02	Histone cluster 1, H2bc
C430003P19RIK	0.847	-0.239	2.208E-02	
ZCCHC14	0.826	-0.276	2.211E-02	Zinc finger, CCHC domain containing 14
1810015C04RIK	0.877	-0.189	2.228E-02	
IGF2BP2	1.372	0.456	2.228E-02	Insulin-like growth factor 2 mRNA binding protein 2
CCDC47	0.911	-0.135	2.228E-02	Coiled-coil domain containing 47
GAPDH	1.285	0.361	2.239E-02	Similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)
NAP1L1	1.263	0.337	2.311E-02	Nucleosome assembly protein 1-like 1
COPG	0.816	-0.293	2.329E-02	
DPM3	0.763	-0.391	2.341E-02	
ZFP637	0.887	-0.172	2.341E-02	
OTTMUSG00000004551	1.07	0.098	2.347E-02	
GPT2	0.761	-0.393	2.347E-02	Glutamic pyruvate transaminase (alanine aminotransferase) 2
GMPR2	0.867	-0.206	2.399E-02	Guanosine monophosphate reductase 2
2310007F21RIK	0.753	-0.409	2.399E-02	
NEU1	1.291	0.368	2.400E-02	
REFBP2	0.87	-0.201	2.402E-02	
ENOPH1	0.849	-0.237	2.418E-02	Enolase-phosphatase 1
BACH2	0.855	-0.225	2.439E-02	BTB and CNC homology 2
SNN	0.889	-0.169	2.454E-02	Stannin
PPP1R11	0.774	-0.37	2.481E-02	Transcribed locus, moderately similar to NP_068778.1 phosphatase 1, regulatory (inhibitor) subunit
TMEM115	0.846	-0.241	2.490E-02	Transmembrane protein 115
BFAR	0.842	-0.248	2.491E-02	Bifunctional apoptosis regulator
RPS23	1.192	0.253	2.491E-02	Predicted gene, EG667423
SDF2	0.755	-0.405	2.491E-02	Stromal cell derived factor 2
GPC1	1.571	0.652	2.491E-02	Glypican 1
AHNAK	1.564	0.645	2.501E-02	AHNAK nucleoprotein (desmoyokin)
LOC665682	1.308	0.388	2.501E-02	
APRT	1.355	0.438	2.502E-02	
RAB6B	0.817	-0.292	2.542E-02	RAB6B, member RAS oncogene family
CC2D1B	0.873	-0.195	2.542E-02	Coiled-coil and C2 domain containing 1B
STARD4	1.213	0.278	2.542E-02	Transcribed locus
WDR40A	0.776	-0.365	2.553E-02	
GP49A	1.111	0.152	2.558E-02	
PHACTR4	0.892	-0.165	2.581E-02	Phosphatase and actin regulator 4
LOC435565	1.118	0.161	2.581E-02	
FOXN3	0.841	-0.249	2.594E-02	Forkhead box N3
GLT8D1	0.762	-0.392	2.617E-02	
KBTBD7	0.789	-0.342	2.617E-02	Kelch repeat and BTB (POZ) domain containing 7
UPK1B	1.351	0.434	2.620E-02	Uroplakin 1B
FGR	1.11	0.151	2.637E-02	Gardner-Rasheed feline sarcoma viral (Fgr) oncogene homolog
VAMP4	0.887	-0.174	2.658E-02	Vesicle-associated membrane protein 4
PIWIL4	0.944	-0.083	2.660E-02	Piwi-like homolog 4 (Drosophila)
COQ9	0.886	-0.174	2.702E-02	
MEA1	0.707	-0.5	2.713E-02	
LIMS1	0.876	-0.19	2.716E-02	Transcribed locus
FNBP1	1.359	0.443	2.733E-02	Transcribed locus
DDEFL1	0.839	-0.253	2.759E-02	
STOML2	0.777	-0.365	2.759E-02	Stomatin (Epb7.2)-like 2
CD276	0.697	-0.521	2.759E-02	Transcribed locus
KRAS	0.929	-0.106	2.759E-02	V-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
DOCK8	0.781	-0.357	2.767E-02	Dedicator of cytokinesis 8
SLC35C2	0.77	-0.377	2.777E-02	Transcribed locus
ZFAND3	0.689	-0.538	2.780E-02	Transcribed locus
PARL	1.172	0.229	2.780E-02	Transcribed locus, moderately similar to XP_001105563.1 similar to presenilin associated, rhomboid-
SALL2	0.914	-0.129	2.795E-02	Sal-like 2 (Drosophila)
RAB35	0.904	-0.146	2.795E-02	RAB35, member RAS oncogene family
1810023F06RIK	1.139	0.187	2.797E-02	
DPH3	0.788	-0.343	2.805E-02	DPH3 homolog (KTI11, S. cerevisiae)
DNAJA2	0.854	-0.227	2.813E-02	DnaJ (Hsp40) homolog, subfamily A, member 2
PRR15	1.378	0.462	2.817E-02	
AHSG	0.951	-0.073	2.829E-02	
TPPP	0.859	-0.219	2.836E-02	Tubulin polymerization promoting protein
HPGD	0.802	-0.318	2.836E-02	Hydroxyprostaglandin dehydrogenase 15 (NAD)
REXO2	0.805	-0.312	2.846E-02	REX2, RNA exonuclease 2 homolog (S. cerevisiae)
USPL1	0.876	-0.19	2.885E-02	Transcribed locus, weakly similar to XP_001118085.1 similar to ubiquitin specific peptidase like 1
GBA	1.162	0.217	2.893E-02	
POLD4	0.723	-0.468	2.906E-02	Polymerase (DNA-directed), delta 4
CMPK	1.207	0.272	2.906E-02	
ST13	0.716	-0.482	2.908E-02	Transcribed locus
USP2	0.751	-0.414	2.934E-02	Ubiquitin specific peptidase 2
PRICKLE1	0.752	-0.412	2.939E-02	Prickle like 1 (Drosophila)
OLFR1160	1.14	0.188	2.939E-02	Olfactory receptor 1160
IFI44	1.091	0.126	2.962E-02	Transcribed locus
MOCOS	1.119	0.162	2.962E-02	Molybdenum cofactor sulfurase
FASTKD5	0.894	-0.162	2.980E-02	FAST kinase domains 5
ANKAR	0.836	-0.258	2.993E-02	Ankyrin and armadillo repeat containing
RPL24	1.2	0.263	2.998E-02	Predicted gene, EG664869
RGS10	0.897	-0.157	2.998E-02	Regulator of G-protein signalling 10
IL3RA	1.107	0.147	2.998E-02	Interleukin 3 receptor, alpha chain
TSPAN33	0.688	-0.54	2.998E-02	
CPNE2	1.904	0.929	3.049E-02	Copine II
ACTR3	1.139	0.188	3.087E-02	ARP3 actin-related protein 3 homolog (yeast)
ZFP236	0.847	-0.239	3.087E-02	
CDK5R1	0.895	-0.161	3.102E-02	Cyclin-dependent kinase 5, regulatory subunit (p35) 1
RPS3	1.202	0.265	3.115E-02	Transcribed locus
HECTD2	1.447	0.533	3.124E-02	HECT domain containing 2
SPRY2	1.195	0.257	3.134E-02	
LY6A	1.526	0.61	3.134E-02	Lymphocyte antigen 6 complex, locus A
HSP90AB1	0.738	-0.438	3.134E-02	Heat shock protein 90kDa alpha (cytosolic), class B member 1
BAG5	0.879	-0.186	3.134E-02	BCL2-associated athanogene 5
MX2	1.102	0.141	3.134E-02	
USP47	0.861	-0.216	3.135E-02	Ubiquitin specific peptidase 47
6720457D02RIK	0.874	-0.194	3.135E-02	
RPL29	1.246	0.317	3.141E-02	Ribosomal protein L29
ARHGAP26	1.135	0.183	3.144E-02	Rho GTPase activating protein 26
CLGN	0.709	-0.497	3.164E-02	Calmegin
OAS2	1.155	0.208	3.164E-02	2'-5' oligoadenylate synthetase 2
WDR21	0.849	-0.236	3.164E-02	
PLXDC2	0.759	-0.399	3.164E-02	Plexin domain containing 2
MED17	0.942	-0.087	3.168E-02	Transcribed locus
CFL1	1.281	0.357	3.172E-02	Cofilin 1, non-muscle
LYPD2	0.96	-0.059	3.172E-02	Ly6/Plaur domain containing 2
PRKACA	0.863	-0.213	3.198E-02	Protein kinase, cAMP dependent, catalytic, alpha
OLFR744	0.967	-0.049	3.198E-02	Olfactory receptor 744
NOL10	1.6	0.678	3.198E-02	Nucleolar protein 10
NCAPG2	1.158	0.212	3.210E-02	Non-SMC condensin II complex, subunit G2
IDS	0.901	-0.151	3.210E-02	Iduronate 2-sulfatase
1810009O10RIK	0.879	-0.185	3.217E-02	
PTPDC1	1.12	0.163	3.217E-02	Protein tyrosine phosphatase domain containing 1
SMARCD2	0.933	-0.099	3.253E-02	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SUZ12	1.238	0.308	3.276E-02	Suppressor of zeste 12 homolog (Drosophila)
PHF2	0.885	-0.176	3.300E-02	PHD finger protein 2
ARMCX3	0.815	-0.295	3.300E-02	Transcribed locus, strongly similar to XP_001095380.1 similar to ALEX3 protein isoform 2 [Macaca mu
OLFM1	1.23	0.299	3.311E-02	Olfactomedin 1
GTPBP2	0.843	-0.246	3.315E-02	GTP binding protein 2
DPP7	1.458	0.544	3.315E-02	Transcribed locus
SWAP70	0.813	-0.299	3.315E-02	SWA-70 protein
ELAVL1	0.865	-0.209	3.315E-02	Transcribed locus
EPN2	0.845	-0.244	3.357E-02	Epsin 2
MRPL9	0.881	-0.184	3.357E-02	Mitochondrial ribosomal protein L9
CRBN	0.815	-0.295	3.381E-02	Cereblon
PHF11	1.159	0.213	3.395E-02	PHD finger protein 11
6430604K15RIK	0.914	-0.13	3.395E-02	
RP2H	0.852	-0.231	3.401E-02	Retinitis pigmentosa 2 homolog (human)
STRN4	0.781	-0.356	3.402E-02	
HSP105	0.69	-0.535	3.402E-02	
SRPK1	0.872	-0.198	3.452E-02	
Mrp63	0.773	-0.371	3.472E-02	
CCNT1	0.85	-0.235	3.486E-02	Cyclin T1
RND3	1.315	0.395	3.507E-02	
TMEM65	1.167	0.223	3.511E-02	Transmembrane protein 65
TMEM50B	1.122	0.166	3.512E-02	Transcribed locus
TAF12	0.802	-0.319	3.513E-02	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor
UHRF2	0.895	-0.16	3.515E-02	Ubiquitin-like, containing PHD and RING finger domains 2
PRKAB1	0.81	-0.303	3.528E-02	Protein kinase, AMP-activated, beta 1 non-catalytic subunit
SAP30BP	0.912	-0.132	3.541E-02	
TRIM8	0.913	-0.131	3.581E-02	Tripartite motif protein 8
NCOA5	0.838	-0.255	3.581E-02	Nuclear receptor coactivator 5
FBLIM1	1.397	0.482	3.581E-02	Filamin binding LIM protein 1
ING2	0.821	-0.284	3.581E-02	Hypothetical protein LOC546058
OLFML3	0.87	-0.201	3.587E-02	Olfactomedin-like 3
ATHL1	1.222	0.29	3.588E-02	
GP9	0.758	-0.399	3.601E-02	
D9WSU20E	0.766	-0.385	3.613E-02	
PSENEN	0.823	-0.281	3.624E-02	
1200013B08RIK	0.765	-0.387	3.624E-02	
CC2D2A	0.868	-0.204	3.624E-02	Transcribed locus, moderately similar to XP_001118936.1 similar to CG18631-PA [Macaca mulatta]
ZFP364	0.88	-0.185	3.639E-02	
NME1	1.31	0.39	3.639E-02	
SLC35A2	0.695	-0.524	3.639E-02	Solute carrier family 35 (UDP-galactose transporter), member A2
XKR8	0.863	-0.213	3.639E-02	X Kell blood group precursor related family member 8 homolog
GAA	1.345	0.427	3.639E-02	Transcribed locus
TMEM42	1.138	0.186	3.644E-02	Transmembrane protein 42
0610010K14RIK	0.915	-0.129	3.666E-02	
GPC2	0.768	-0.381	3.673E-02	Transcribed locus
BC039093	0.786	-0.347	3.673E-02	
OLFR484	1.043	0.06	3.673E-02	Olfactory receptor 484
MAPBPIP	0.736	-0.442	3.673E-02	
B4GALT4	0.807	-0.309	3.690E-02	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4
ORMDL3	0.767	-0.383	3.715E-02	ORM1-like 3 (S. cerevisiae)
RNASE6	1.321	0.402	3.715E-02	Ribonuclease, RNase A family, 6
TIMD4	1.209	0.274	3.715E-02	T-cell immunoglobulin and mucin domain containing 4
CISD1	0.861	-0.216	3.727E-02	CDGSH iron sulfur domain 1
PARP16	0.786	-0.347	3.730E-02	Poly (ADP-ribose) polymerase family, member 16
ZFP263	0.928	-0.108	3.745E-02	Transcribed locus
H2-D4	1.261	0.335	3.745E-02	
BTK	0.83	-0.269	3.745E-02	Bruton agammaglobulinemia tyrosine kinase
